196 Albany,No Wait Time
4101 White Plains Road,Not Reported Yet
57 Cleveland Place,No Wait Time
Bathgate Contract Post...,30-60 Minutes
Bay Ridge 5th Avenue,Not Reported Yet
Beach 39th,0-30 Minutes
Bellevue Hospital Center,Not Reported Yet
Belvis Diagnosc & Tr...,Not Reported Yet
Bensonhurst 14th Avenue,0-30 Minutes
Brooklyn Army Terminal,0-30 Minutes
Canarsie Municipal Lot,0-30 Minutes
CI Ida G Israel Chc,Not Reported Yet
Co-op City Retail Space,No Wait Time
Coney Island Hospital ...,0-30 Minutes
CU Jonathan Williams C...,30-60 Minutes
CU Vanderbilt,Not Reported Yet
CU Woodside Houses CHC,Not Reported Yet
Cumberland Dtc,Not Reported Yet
Edward Grant,Not Reported Yet
Elmhurst Hospital Center,0-30 Minutes
EY East New York DTC,Not Reported Yet
Fort Hamilton,1-1.5 Hours
Gouverneur Healthcare,Not Reported Yet
Greenbelt Recreaonal...,Not Reported Yet
Harlem Hospital Center,30-60 Minutes
Highbridge Pool,1-1.5 Hours
Jacobi Medical Center,Not Reported Yet
JFK Airport,No Wait Time
Kew Gardens,30-60 Minutes
Kings County Hospital ...,0-30 Minutes
LaGuardia Airport,No Wait Time
Leﬀerts,No Wait Time
Lincoln Medical Center,30-60 Minutes
Mariners Harbor Library,0-30 Minutes
Metropolitan Hospital ...,0-30 Minutes
Midwood,More Than 2 Hours
Morrisania Diagnosc ...,Not Reported Yet
Mt. Loreo,30-60 Minutes
North Central Bronx Ho...,30-60 Minutes
Northern Boulevard,Not Reported Yet
Old Broadway,No Wait Time
Queens Hospital Center,30-60 Minutes
Rain Boston Road Senio...,Not Reported Yet
Red Hook Recreaonal ...,No Wait Time
Sorrenona...,Not Reported Yet
St. Albans,Not Reported Yet
St. George Ferry Termi...,0-30 Minutes
St. James Recreaonal...,1-1.5 Hours
Starret City,No Wait Time
SY Dyckman Lcdla,Not Reported Yet
SY St. Nicholas Chc,Not Reported Yet
Sydenham,Not Reported Yet
Sydenham Health Center,Not Reported Yet
Tremont Community Heal...,Not Reported Yet
Windsor Park Library,30-60 Minutes
Woodhull Medical Center,30-60 Minutes
